NIH Spending Categorization,Project Terms,Project Title,Public Health Relevance,Administering IC,Application ID,FOA,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Contact PI Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Department,Primary DUNS,Primary UEI,Organization ID (IPF),Organization Name,Organization City,Organization State,Organization Type,Organization Zip,Organization Country,Funding Mechanism,Fiscal Year,Total Cost,Total Cost (Sub Projects),Funding IC(s),Direct Cost IC,InDirect Cost IC,NIH COVID-19 Response,Total Cost IC
No NIH Category available,Acute;Adsorption;Animal Model;Animals;Antidotes;Authoritarianism;Biological;Biological Assay;Biological Availability;Biological Markers;Blood Cells;Blood Pressure;Brain;Bromine;Ca(2+)-Transporting ATPase;Calcium;Calpain;Cardiac;Cardiac Output;Cardiopulmonary;Cardiovascular system;Cells;Cessation of life;Chemicals;Chlorine;Clinical;Clinical Chemistry;Complete Blood Count;Cytoskeleton;Data;Development;Dose;Drug Design;Drug Kinetics;Epithelial;Evaluation;Excretory function;Exposure to;Formulation;Funding;Gases;Goals;Half-Life;Halogens;Heart;Heart Hypertrophy;Heart Injuries;Heart Rate;Hepatocyte;In Vitro;Individual;Industrialization;Inhalation;Injury;Intramuscular;Kidney;Lead;Liver;Lung;Maximum Tolerated Dose;Mediating;Metabolism;Modeling;Molecular Target;Morbidity - disease rate;Muscle Cells;Myocardial;Myocardium;Oral;Oryctolagus cuniculus;Oxygen;Paramedical Personnel;Parents;Peptide Hydrolases;Pharmaceutical Chemistry;Pharmaceutical Preparations;Physiologic intraventricular pressure;Plasma;Property;Proteolysis;Publishing;Pulmonary Edema;Rattus;Research;Reticulum;Route;Safety;Site;Soldier;Solubility;Spleen;Structure;Structure-Activity Relationship;Survivors;Testing;Therapeutic;Therapeutic Agents;Tissues;Toxic effect;United States National Institutes of Health;Validation;Vendor;World War I;analog;animal rule;base;calpain inhibitor;chemical threat;design;effective therapy;efficacy study;heart function;heart preservation;hemodynamics;improved;in vitro activity;in vivo;intraperitoneal;kidney cell;lead optimization;lung histology;lung injury;molecular targeted therapies;mortality;novel;novel lead compound;programs;respiratory;response;safety study;subcutaneous;therapeutic development;therapeutic lead compound;therapeutically effective;weapons,Novel lead compound advancement for mitigating halogen-induced mortality and morbidity.,"Project Narrative: Chlorine and bromine (Cl2 and Br2) are highly reactive and extremely toxic halogen gases
that cause debilitating cardiopulmonary injury and death and effective therapies against such injuries are urgently
needed. Our studies have provided confirmation of molecular targets for therapeutic development, proof of in
vitro activity and in vivo proof-of-concept efficacy data for calpain inhibition based lead compound. These studies
will allow calpain inhibitors or its analog to move forward and help design the pivotal safety and efficacy studies
needed for regulatory FDA approval under the animal rule.",NIEHS,10488567,PAR-19-040,1U01ES033263-01A1,1,U01,ES,33263,1,A,9791243,"AHMAD, SHAMA ",Not Applicable,ANESTHESIOLOGY,63690705,YND4PLMC9AN7,1288803,UNIVERSITY OF ALABAMA AT BIRMINGHAM,BIRMINGHAM,AL,SCHOOLS OF MEDICINE,352940001,UNITED STATES,Non-SBIR/STTR,2022,742499, ,OD,499999,242500, ,742499
No NIH Category available,Anterior;Anterolateral;Area;Behavior;Behavioral;Brain;Brain region;Childhood;Color;Complex;Corpus striatum structure;Data;Detection;Drops;Electrophysiology (science);Fiber;Generations;Gilles de la Tourette syndrome;Goals;Grooming;Homologous Gene;Human;Hyperactivity;Image;Individual;Instinct;Knock-out;Knockout Mice;Lateral;Lead;Length;Link;Microscopy;Modeling;Motor;Motor Cortex;Movement;Neurons;Obsessive-Compulsive Disorder;Pattern;Performance;Photometry;Play;Preparation;Prevention strategy;Process;Property;Protocols documentation;Ramp;Regulation;Resistance;Rodent;Role;Slice;Stereotyping;Symptoms;System;Testing;Thinking;Wild Type Mouse;Work;autism spectrum disorder;base;comorbidity;defined contribution;in vivo;learned behavior;maladaptive behavior;neuropsychiatric disorder;novel;optogenetics;programs;public health relevance;recruit;serial imaging;stem;theories,Investigating the role of anterior lateral motor cortex in control and execution of sequenced behaviors,"PROJECT NARRATIVE
PUBLIC HEALTH RELEVANCE: Abnormal repetitive thoughts and behaviors are prominent, disabling, and
notoriously-treatment resistant symptoms of many severe and highly comorbid childhood onset
neuropsychiatric disorders such as Obsessive Compulsive Disorder (OCD), Tourette Syndrome (TS), and
autism. However, we still have a quite limited understanding of how these maladaptive behaviors are encoded
in the brain. Defining the contribution of supplementary and pre-supplementary motor cortical regions to the
generation and execution of perseverative thought patterns and repetitive actions may help develop new
strategies for prevention and optimize existing neurostimulation protocols for these symptoms.",NINDS,10343630,PA-20-185,1R01NS125141-01,1,R01,NS,125141,1, ,9737740,"AHMARI, SUSANNE ELIZABETH",Not Applicable,PSYCHIATRY,4514360,MKAGLD59JRL1,2059802,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PITTSBURGH,PA,SCHOOLS OF MEDICINE,152133320,UNITED STATES,Non-SBIR/STTR,2022,427566, ,NINDS,271040,156526, ,427566
No NIH Category available,Address;Anabolism;Attention;Blood;Brain;Cancer Patient;Cell Proliferation;Cells;ChIP-seq;Chemoresistance;Clinical;Clinical Trials;Clustered Regularly Interspaced Short Palindromic Repeats;Collaborations;Combined Modality Therapy;Complex;DNA;DNA Damage;DNA Repair;DNA biosynthesis;Data;Disease Progression;Engraftment;Enzymes;Epigenetic Process;Equilibrium;Family;Funding;Genome;Glioblastoma;Goals;Guanine;Heterogeneity;Human;In Vitro;Individual;Inter-tumoral heterogeneity;Isotope Labeling;Isotopes;Knock-out;Knowledge;Legal patent;Measures;Mediating;Metabolic;Modification;Molecular;Mus;Nucleotides;Oxidoreductase;Pathway interactions;Patients;Permeability;Pre-Clinical Model;Primary Brain Neoplasms;Primary Neoplasm;Process;Production;Protein Isoforms;Purines;RRM1 gene;Radio;Recurrence;Regulation;Research;Resistance;Ribonucleotide Reductase;Ribonucleotide Reductase Subunit;Safety;Sampling;Stress;Testing;Therapeutic;Time;Toxic effect;Treatment Efficacy;Triapine;base;cancer stem cell;cell growth;chemotherapy;deoxyguanosine triphosphate;epigenetic regulation;experimental study;improved outcome;in vivo;inhibitor;insight;nanodrug;neoplastic cell;novel;novel strategies;patient derived xenograft model;prevent;resistance mechanism;response;single cell analysis;single-cell RNA sequencing;stem cell population;stem-like cell;temozolomide;therapy resistant;treatment response;tripolyphosphate;tumor,Cellular Plasticity and equilibrium in GBM Progression,"PROJECT NARRATIVE
To advance our understanding of Glioblastoma (GBM) therapeutic resistance, it is essential to characterize the
individual cell during therapy those fueling tumor recurrence in GBM. We have identified a novel mechanism of
Ribonucleotide Reductase promoting resistance by performing a single-cell RNA sequencing screen in the
patient-derived xenograft model of GBM during temozolomide (TMZ) TMZ therapy. This application is set to
evaluate Ribonucleotide Reductase as a target to overcome therapeutic resistance in GBM.",NINDS,10539645,PA-20-185,2R01NS096376-06A1,2,R01,NS,96376,6,A,10679666,"AHMED, ATIQUE ",Not Applicable,NEUROSURGERY,5436803,KG76WYENL5K1,6144650,NORTHWESTERN UNIVERSITY AT CHICAGO,CHICAGO,IL,SCHOOLS OF MEDICINE,606114579,UNITED STATES,Non-SBIR/STTR,2022,442662, ,NINDS,276664,165998, ,442662
No NIH Category available,Address;Admission activity;Adult;Affect;Affordable Care Act;Criminal Justice;Data;Data Set;Decision Making;Enrollment;Epidemic;Exclusion;Face;Funding;Geographic state;Geography;Health Services;Health Services Accessibility;Imprisonment;Improve Access;Individual;Insurance;Insurance Coverage;Intervention;Jail;Justice;Laws;Literature;Low income;Medicaid;Medicaid eligibility;Medical;Mental Health;Outcome;Pharmaceutical Preparations;Police;Policies;Policy Making;Population;Prisons;Privatization;Quasi-experiment;Research;Role;Services;Severities;Societies;Subgroup;Suspensions;System;Time;Treatment outcome;Uninsured;United States;United States Dept. of Health and Human Services;behavioral health;burden of illness;detention center;evidence base;experience;health care availability;interest;intravenous drug use;mortality;opioid epidemic;opioid overdose;opioid use disorder;parity;polysubstance use,The role of state Medicaid policies in treatment for opioid use disorder in the criminal justice population: Evidence from the Treatment Episode Datasets,"PROJECT NARRATIVE
Individuals involved in the criminal justice system have higher rates of opioid use disorder (OUD) and are less
likely to receive OUD treatment, including medications for opioid use disorder (MOUDs). The majority of
incarcerated individuals are low-income and uninsured and are, therefore, likely Medicaid eligible, which raises
important questions about the role of Medicaid policy in access to treatment for criminal justice involved
individuals. Using a quasi-experimental approach and data from the Treatment Episode Datasets from 2000-
2017, this study will examine the effects of state Medicaid policies on OUD treatment outcomes for individuals
referred to treatment by the criminal justice system and will provide important and timely information to support
evidence-based policy- and decision-making.",NIDA,10352607,PA-20-208,1R36DA055141-01,1,R36,DA,55141,1, ,78026805,"AHMED, FATEMA ",Not Applicable,NONE,150805653,RD7MXJV7DKT9,513805,UNIVERSITY OF CENTRAL FLORIDA,ORLANDO,FL,UNIVERSITY-WIDE,328263231,UNITED STATES,Non-SBIR/STTR,2022,53290, ,NIDA,50000,3290, ,53290
No NIH Category available,Behavior;Behavioral;Blood Vessels;Brain;Brain region;Cells;Communities;Computer Models;Custom;Databases;Disorientation;Dissection;Dorsal;Electrodes;Electrophysiology (science);Future;Goals;Head;Hippocampus (Brain);Human;Institutes;Label;Lead;Lesion;Link;Maps;Memory;Memory impairment;Morphology;Names;Neurons;Neurosciences;Output;Physiological;Physiology;Play;Positioning Attribute;Production;Property;Reporting;Rodent;Role;Rotation;Rupture;Sentinel;Sleep;Source;Space Perception;Speed;Synapses;Testing;Thalamic structure;Transgenic Mice;cell cortex;cell type;design;entorhinal cortex;hippocampal pyramidal neuron;in vivo;inhaled nitric oxide;memory consolidation;memory process;neuronal excitability;next generation sequencing;non rapid eye movement;novel;optogenetics;patch sequencing;prevent;recruit;spatial memory;transcriptomics,Enabling precise cell-type-specific dissection of orientation and memory circuits in retrosplenial cortex,"PROJECT NARRATIVE
Damage to a brain region called the retrosplenial cortex leads to pronounced spatial disorientation as
well as severe memory deficits, but the retrosplenial cells, circuits, and computations supporting
healthy orientation and memory processing remain poorly understood. We have identified a unique,
small, excitable neuronal subtype within the retrosplenial cortex that is ideally positioned to support its
spatial orientation and memory functions. Here, we create novel electrodes and build comprehensive
transcriptomic maps to enable the future cell-type-specific dissection of orientation and memory
circuits within the retrosplenial cortex.",NINDS,10446099,RFA-NS-21-014,1R34NS127101-01,1,R34,NS,127101,1, ,8840205,"AHMED, OMAR JAMIL",Not Applicable,PSYCHOLOGY,73133571,GNJ7BBP73WE9,1506502,UNIVERSITY OF MICHIGAN AT ANN ARBOR,ANN ARBOR,MI,SCHOOLS OF ARTS AND SCIENCES,481091276,UNITED STATES,Non-SBIR/STTR,2022,678662, ,NINDS,447750,230912, ,678662
No NIH Category available,Address;Atrophic;Brain;Brain region;Chronic;Chronic stress;Claustral structure;Coupling;Dendritic Spines;Dose;Electrodes;Electrophysiology (science);Excitatory Synapse;Exhibits;Genes;Glutamates;Growth;Hallucinogens;Human;Impairment;Investigation;Ketamine;Knock-out;Knowledge;Modification;Morphology;Mus;Neuronal Plasticity;Neurons;Patients;Pharmacological Treatment;Physiology;Play;Population;Prefrontal Cortex;Property;Pyramidal Cells;Rodent;Role;Serotonin;Serotonin Receptor 5-HT2A;Sleep;Specificity;Stress;Structure;Synapses;Thalamic structure;Therapeutic;Therapeutic Effect;Vertebral column;antagonist;awake;cell type;cognitive reappraisal;density;design;efficacious treatment;emotion regulation;functional disability;hippocampal pyramidal neuron;in vivo;neural circuit;neuropsychiatric disorder;neuropsychiatry;neurotransmission;optogenetics;postsynaptic;presynaptic;repaired;stress related disorder;transcriptomics;transmission process;treatment response,Circuit Mechanisms of Psilocybin Following Chronic Stress,"PROJECT NARRATIVE 
Chronic stress plays a role in multiple neuropsychiatric disorders, many of which lack highly efficacious treatments. Recently, a single dose of the psychedelic drug psilocybin has been shown to promote long-lasting therapeutic effects in humans, but the underlying mechanisms remain poorly understood. Here, we elucidate the rules governing psilocybin’s repair of specific neural circuits in chronically stressed rodents, with the potential to allow for the design of even more precise and efficacious neuropsychiatric therapies with minimal off-target effects.",NIMH,10412159,PAR-21-038,1R01MH129282-01,1,R01,MH,129282,1, ,8840205,"AHMED, OMAR JAMIL",Not Applicable,PSYCHOLOGY,73133571,GNJ7BBP73WE9,1506502,UNIVERSITY OF MICHIGAN AT ANN ARBOR,ANN ARBOR,MI,SCHOOLS OF ARTS AND SCIENCES,481091276,UNITED STATES,Non-SBIR/STTR,2022,390000, ,NIMH,250000,140000, ,390000
No NIH Category available,Address;Adopted;Algorithms;Alzheimer&apos;s Disease;Animal Model;Catalogs;Child;Collaborations;Collection;Complex;Computer software;Data;Data Set;Data Sources;Databases;Descriptor;Development;Disease;Exercise;Foundations;Funding;Generations;Genes;Genotype;Genotype-Tissue Expression Project;Grant;Graph;Health;International;Malignant Neoplasms;Meta-Analysis;Metadata;Modeling;Molecular;Mus;Network-based;Output;Overlapping Genes;Pathway interactions;Phenotype;Physical activity;Privatization;Recipe;Research;Resources;Syndrome;Techniques;Testing;Tissues;Transducers;United States National Institutes of Health;base;cancer predisposition;cohort;computing resources;congenital anomaly;database query;experience;experimental study;flexibility;human disease;insight;interest;mouse model;multiple datasets;novel;novel strategies;programs;prototype;repository;software development;tool;usability;user-friendly,Data-driven search of Common Fund data sets for better discoverability and novel meta-analysis,"Project Narrative
We will develop new data-driven search tools to allow advanced search for related Common Fund
experiments based on data content rather than metadata annotations. Moreover, these tools will be
able to provide new insights for meta-analysis by testing for the collective enrichment of related
experimental profiles. The resulting enhanced discoverability of CF data sets will support the large scale
meta-analysis studies needed to address complex biomedical questions.",OD,10577377,RFA-RM-22-007,1R03OD034502-01,1,R03,OD,34502,1, ,15226876,"AHMED, TAMER AHMED MANSOUR","BROWN, C. TITUS",VETERINARY SCIENCES,47120084,TX2DAGQPENZ5,577503,UNIVERSITY OF CALIFORNIA AT DAVIS,DAVIS,CA,SCHOOLS OF VETERINARY MEDICINE,956186153,UNITED STATES,Non-SBIR/STTR,2022,312973, ,OD,199999,112973, ,312972
No NIH Category available,Address;Adopted;Algorithms;Alzheimer&apos;s Disease;Animal Model;Catalogs;Child;Collaborations;Collection;Complex;Computer software;Data;Data Set;Data Sources;Databases;Descriptor;Development;Disease;Exercise;Foundations;Funding;Generations;Genes;Genotype;Genotype-Tissue Expression Project;Grant;Graph;Health;International;Malignant Neoplasms;Meta-Analysis;Metadata;Modeling;Molecular;Mus;Network-based;Output;Overlapping Genes;Pathway interactions;Phenotype;Physical activity;Privatization;Recipe;Research;Resources;Syndrome;Techniques;Testing;Tissues;Transducers;United States National Institutes of Health;base;cancer predisposition;cohort;computing resources;congenital anomaly;database query;experience;experimental study;flexibility;human disease;insight;interest;mouse model;multiple datasets;novel;novel strategies;programs;prototype;repository;software development;tool;usability;user-friendly,Data-driven search of Common Fund data sets for better discoverability and novel meta-analysis,"Project Narrative
We will develop new data-driven search tools to allow advanced search for related Common Fund
experiments based on data content rather than metadata annotations. Moreover, these tools will be
able to provide new insights for meta-analysis by testing for the collective enrichment of related
experimental profiles. The resulting enhanced discoverability of CF data sets will support the large scale
meta-analysis studies needed to address complex biomedical questions.",OD,10577377,RFA-RM-22-007,1R03OD034502-01,1,R03,OD,34502,1, ,15226876,"AHMED, TAMER AHMED MANSOUR","BROWN, C. TITUS",VETERINARY SCIENCES,47120084,TX2DAGQPENZ5,577503,UNIVERSITY OF CALIFORNIA AT DAVIS,DAVIS,CA,SCHOOLS OF VETERINARY MEDICINE,956186153,UNITED STATES,Non-SBIR/STTR,2022,312973, ,NIDCR,1,0, ,1
No NIH Category available,Affect;Biological Models;Biology;Cell physiology;Complex;Coupled;Data;Drosophila genus;F Factor;Functional disorder;Genes;Genetic;Genetic Drift;Genetic Techniques;Genetic Variation;Genome;Genomics;Goals;Hybrids;Male Sterility;Molecular;Molecular Genetics;Mutation;Partner in relationship;Pathway interactions;Population;Process;Proteomics;Research;Sterility;Subgroup;X Chromosome;Y Chromosome;human disease;improved;innovation;male fertility;member;reproductive;tool;trait;transcriptomics,The Genomic Basis and Molecular Mechanisms of Speciation,"PROJECT NARRATIVE
 The goal of the proposed research is to elucidate fundamental genetic mechanisms of species diversiﬁcation
and to identify molecular pathways that underlie genetic incompatibilities. We will identify basic cellular processes
that are impacted by mismatches in genome composition, and thus will identify general mechanisms of genetic
defects that can be important in human disease.",NIGMS,10501315,PAR-20-117,1R35GM147454-01,1,R35,GM,147454,1, ,12646774,"AHMED, YASIR ",Not Applicable,BIOLOGY,2257350,C4BXLBC11LC6,1520301,SYRACUSE UNIVERSITY,SYRACUSE,NY,SCHOOLS OF ARTS AND SCIENCES,132441200,UNITED STATES,Non-SBIR/STTR,2022,375000, ,NIGMS,250000,125000, ,375000
No NIH Category available,Animals;Biological Sciences;Cell Culture Techniques;Cells;Color;Communities;Confocal Microscopy;Disease;Ensure;Equipment;Funding;Future;Goals;Grant;Image;Kidney Diseases;Laboratories;Lasers;Malignant Neoplasms;Mammalian Cell;Microscope;Microscopy;Minor;Mycoses;Noise;Optics;Photons;Phototoxicity;Physiology;Recording of previous events;Research;Research Personnel;Resolution;Sampling;Services;Signal Transduction;Speed;System;Technology;Tissue Sample;Training;United States National Institutes of Health;Yeasts;autism spectrum disorder;college;developmental disease;experience;fluorescence imaging;fly;imaging capabilities;innovation;instrument;light microscopy;medical schools;temporal measurement,Super-resolution spinning disk confocal microscope for Dartmouth Life Sciences,"PROJECT NARRATIVE
Extended live cell imaging has become central to understanding the cellular processes that govern normal
physiology and disease states. We request funding for an instrument that will be housed in an institutional core
imaging facility and provide the capability for rapid, high-resolution live cell imaging that is essential to expand
the project goals of NIH-supported researchers at Dartmouth College and the Geisel School of Medicine. The
requested instrument will support ongoing, NIH-funded research projects that are informing our understanding
of a broad range of diseases: congenital disorders including chromosomal disorders, cancer, autism, focal and
segmental glomerulosclerosis, and fungal infection.",OD,10427997,PAR-21-127,1S10OD032310-01,1,S10,OD,32310,1, ,7356706,"AHMED, YASMATH ",Not Applicable,OTHER BASIC SCIENCES,41027822,EB8ASJBCFER9,2021601,DARTMOUTH COLLEGE,HANOVER,NH,SCHOOLS OF MEDICINE,37551421,UNITED STATES,Other Research-Related,2022,600000, ,OD,600000,0, ,600000
No NIH Category available,Alzheimer&apos;s Disease;Alzheimer&apos;s disease model;Alzheimer&apos;s disease patient;Alzheimer&apos;s disease related dementia;Alzheimer&apos;s disease risk;Alzheimer&apos;s disease therapeutic;Amyloid;Amyloid beta-Protein;Animals;Ataxia;Attenuated;Autopsy;Axon;Basal Ganglia;Behavior;Behavioral;Biochemical;Blood - brain barrier anatomy;Blood Coagulation Factor;Blood Vessels;Cerebral Amyloid Angiopathy;Cerebrovascular Circulation;Cerebrovascular Disorders;Cerebrovascular system;Clinical;Clinical Research;Coagulation Process;Corpus striatum structure;Dementia;Demyelinations;Deposition;Diffusion Magnetic Resonance Imaging;Disease;Disease Progression;Equilibrium;Exhibits;Extravasation;Familial Dementias;Fibrin;Frameshift Mutation;Gait;Genetic;Histocytochemistry;Histologic;Human;Huntington Disease;Imaging Techniques;Impairment;Individual;Infarction;Inflammation;Knock-in;Lead;Lesion;Liquid substance;Locomotion;Magnetic Resonance Imaging;Methods;Microvascular Dysfunction;Modeling;Molecular;Motor;Mus;Nerve Degeneration;Neurodegenerative Disorders;Parkinsonian Disorders;Pathogenicity;Pathologic;Patients;Performance;Permeability;Pharmacology;Rattus;Recovery;Resistance;Rodent Model;Severities;Stroke;Symptoms;Techniques;Testing;Translating;Vascular Diseases;White Matter Hyperintensity;aged;axonal degeneration;base;blood-brain barrier permeabilization;brain tissue;cerebrovascular;cerebrovascular lesion;clinical risk;cohort;density;diffusion weighted;experience;familial Alzheimer disease;human subject;improved;mortality;motor deficit;motor disorder;motor impairment;mouse model;myelination;nervous system disorder;novel;stroke patient;vascular abnormality;vascular contributions;white matter;white matter damage,Vascular contribution to white matter lesions and motor dysfunction in AD and ADRD,"Many Alzheimer’s Disease (AD) patients exhibit signs of motor dysfunction and furthermore,
changes in motor function often precede other AD symptoms as well as correlate with increased
severity of dementia and mortality. Familial Danish Dementia (FDD) is an AD-like familial
dementia characterized by vascular amyloid deposits, white matter damage, and motor
dysfunction. Since the molecular mechanism underlying motor dysfunction in AD and FDD is
unclear, we would like to analyze postmortem brain tissues of AD patients who clinically
exhibited motor deficits in the early disease state and investigate the pathogenic mechanism of
motor dysfunction in rodent models of AD and FDD using biochemical, histological, and genetic
methods in addition to several advanced MRI techniques.",NIA,10501969,PA-20-185,1RF1AG078245-01,1,RF1,AG,78245,1, ,10512248,"AHN, HYUNG JIN ","DYKE, JONATHAN PAUL",PHARMACOLOGY,90299830,YVVTQD8CJC79,10034168,RUTGERS BIOMEDICAL AND HEALTH SCIENCES,Newark,NJ,SCHOOLS OF MEDICINE,71073001,UNITED STATES,Non-SBIR/STTR,2022,1983762, ,NIA,1437066,546696, ,1983762
No NIH Category available,Acetates;Address;Affect;Altruism;Automobile Driving;Bacteria;Biochemical;Buffers;Carbohydrates;Cell Death;Cells;Chronic Disease;Communities;Community Developments;Complex;Cues;Cytolysis;Dental Plaque;Dental caries;Development;Elements;Environment;Excretory function;Funding;Generations;Grant;Growth;Homeostasis;Hydrogen Peroxide;Mediating;Metabolic;Microbial Biofilms;Modeling;Nutrient;Oral cavity;Organism;Outcome;Oxidative Stress;Oxygen;Pathogenicity;Phase;Phase Transition;Phenotype;Population;Population Distributions;Potassium;Process;Production;Proteins;Pyruvate;Regulation;Repression;Research;Resources;Role;Saliva;Shapes;Signal Transduction;Source;Starvation;Streptococcus mutans;System;Taxonomy;Testing;Virulence;bacterial community;bacterial metabolism;commensal bacteria;competitive environment;dental biofilm;environmental adaptation;experience;extracellular;fitness;insight;interest;metabolomics;microbial;microbiome components;novel;oral bacteria;oral biofilm;oral commensal;oral microbial community;oral microbiome;prevent;promoter;resilience;response;therapy development;transcriptomics;uptake,Role of Lrg pyruvate uptake system in Streptococcus mutans environmental adaptation,")19)%)""""2#""$$%3""3%!-.2(&4#""""5##""6*,(&/7%'#*&""%'%#&#)&#%'!'""(%#&%#&"",'""''$1(%""%%""%%&&,""##%""!''##!""#""%$#""$!'""#$&##'#(,!($%,($*$%9%$%&!+$'#'&&###('""$0#''($""(""))#&%)$""$$&""$""""&(#&%''#""##&$#$!##""$##("")(&%%##-($)%##!"",'#%###%&!$$#)%""",NIDCR,10645783,PA-20-185,2R56DE025237-06A1,2,R56,DE,25237,6,A,9352040,"AHN, SANG-JOON ",Not Applicable,DENTISTRY,969663814,NNFQH1JAPEP3,513806,UNIVERSITY OF FLORIDA,GAINESVILLE,FL,SCHOOLS OF DENTISTRY/ORAL HYGN,326115500,UNITED STATES,Non-SBIR/STTR,2022,362188, ,NIDCR,237500,124688, ,362188
No NIH Category available,1 year old;5 year old;Accident and Emergency department;Accounting;Acute;Age;Automobile Driving;Birth;Black race;Bronchiolitis;Caring;Child;Child Health;Childhood;Code;Communities;Contracts;Control Groups;Coughing;Country;Diagnosis;Disadvantaged;Eligibility Determination;Emergency Care;Emergency department visit;Ethnic Origin;Ethnic group;Evaluation;Family;Family Leave;Family Policy;Fever;Health;Hispanic;Home;Hospital Costs;Hospital Records;Hospitalization;Hospitals;Income;Infant;Infection;Insurance;Insurance Coverage;International Classification of Diseases;Interruption;Latinx;Life;Low income;Lower Respiratory Tract Infection;Maine;Maryland;Measures;Modeling;Mothers;Neighborhoods;New Hampshire;New York;Newborn Infant;Outcome;Parental Leave;Parents;Pneumonia;Policies;Politics;Prevention;Proxy;Race;Records;Respiratory Tract Infections;Respiratory syncytial virus;Risk Factors;Series;Socioeconomic Status;Specific qualifier value;State Government;Time;Time Series Analysis;Vermont;Visit;Woman;Work;acute care;associated symptom;design;disparity reduction;experience;high risk;hospitalization rates;improved;indexing;infant infection;infection rate;neighborhood disadvantage;prevent;racial and ethnic;racial and ethnic disparities;racial disparity;socioeconomic disadvantage;socioeconomic disparity;statistics;transmission process;trend;uptake,Paid Family Leave and Prevention of Respiratory Tract Infections in Young Infants,"Respiratory tract infections, such as bronchiolitis and pneumonia, are the leading reason for non-
birth hospitalizations in US children and a common reason why children less than 5 years old
present to an emergency department (ED). We propose to evaluate whether the introduction of
state-wide paid parental leave in New York State helped to reduce rates of acute care encounters
(ED visits or hospitalizations) for respiratory tract infections in young infants, overall and within
disadvantaged groups. If beneficial, the New York State paid family leave policy represents a
scalable strategy for reducing respiratory tract infection rates in children that could serve as a
model for other state governments.",NICHD,10592901,PA-20-200,1R03HD108526-01A1,1,R03,HD,108526,1,A,15706144,"AHRENS, KATHERINE ","HUTCHEON, JENNIFER ANNE",NONE,77469567,DMLZJTD7WJ94,3833404,UNIVERSITY OF SOUTHERN MAINE,PORTLAND,ME,OTHER SPECIALIZED SCHOOLS,41049300,UNITED STATES,Non-SBIR/STTR,2022,73767, ,NICHD,50000,23767, ,73767
No NIH Category available,Adolescent;Advocate;Age;Anatomy;Area;Belief;Birth;Black race;Body Image;Clinical;Color;Communication;Communities;Consent;Contraceptive methods;Data;Data Collection;Development;Disclosure;Education;Ensure;Family;Feasibility Studies;Feedback;Fostering;Funding;Future;Gender;Gender Identity;Grant;Health;Health Resources;Human;Individual;Infection prevention;Intervention;Interview;Knowledge;Life;Measurement;Measures;Medical;Methodology;Methods;Minority Health Research;Multimedia;National Institute of Child Health and Human Development;Outcome;Paper;Participant;Partner Communications;Pilot Projects;Preparation;Procedures;Protocols documentation;Provider;Puberty;Qualitative Methods;Randomized;Randomized Controlled Trials;Reporting;Research;Research Design;Research Personnel;Resources;Risk;Self Efficacy;Sex Behavior;Sex Education;Sexual Health;Sexual and Gender Minorities;Sexuality;Sexually Transmitted Diseases;Social support;Stigmatization;Structure;Surveys;System;Techniques;Unwanted pregnancy;Work;Youth;acceptability and feasibility;advocacy organizations;base;children of color;cognitive interview;condoms;design;disparity reduction;dysphoria;evidence base;experience;family support;follow-up;gender diversity;gender dysphoria;gender minority group;health knowledge;high risk;high risk sexual behavior;human centered design;improved;infection risk;innovation;intervention effect;intimate partner violence;iterative design;peer;pilot test;post intervention;preference;primary outcome;prototype;recruit;resilience;sex;sexual health intervention;sexual minority group;sexual risk behavior;skill acquisition;skills training;social;therapy development;tool;tool development;transfeminine;transgender;transmasculine;treatment arm;two spirit;unintended pregnancy;usability;violence exposure,An intervention to promote healthy relationships among transgender and gender expansive youth,"PROJECT NARRATIVE
Transgender and gender expansive (TGE) youth are at high risk of several sexual health outcomes that have
life-long impacts including sexually transmitted infections, early, unwanted pregnancies, and unwanted sexual
contact/intimate partner violence. TGE youth deserve effective, assets-based, gender affirming sex education,
but current educational and clinical structures largely ignore their experiences. We propose to use youth-
engaged co-design methods to develop and pilot test an online interactive sexual education tool for TGE youth
in preparation for a future randomized, controlled trial/R01.",NICHD,10354155,PA-20-194,1R21HD107311-01,1,R21,HD,107311,1, ,9730435,"AHRENS, KYM R",Not Applicable,Unavailable,48682157,SZ32VTCXM799,1531401,SEATTLE CHILDREN'S HOSPITAL,SEATTLE,WA,Independent Hospitals,981053901,UNITED STATES,Non-SBIR/STTR,2022,215704, ,NICHD,159532,56172, ,215704
